Cluster Number	Metanode UniProt ID	SwissProt Annotations
1	Q55880	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q5P119	Probable RNA methyltransferase azo0122||2.1.1.-;Probable RNA methyltransferase PST_2231||2.1.1.-;Probable RNA methyltransferase Lcho_2507||2.1.1.-;Probable RNA methyltransferase BAV1540||2.1.1.-;Probable RNA methyltransferase AZOSEA28700||2.1.1.-;Probable RNA methyltransferase CV_2253||2.1.1.-
1	Q5QYC0	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q5WKB6	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q5ZV93	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q603C0	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q6ALW1	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q6MDD0	Probable dual-specificity RNA methyltransferase RlmN 2 ||2.1.1.192
1	Q6MED6	Probable dual-specificity RNA methyltransferase RlmN 1 ||2.1.1.192
1	Q6MPV7	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q6NCS3	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q6XK03	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q727F1	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q74E53	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q7NIV3	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q7UHU7	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q7UPG1	Probable RNA methyltransferase RB6963||2.1.1.-
1	Q7VWK8	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q82XV4	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q89ZK5	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q8EVK0	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q8F7V1	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q8G481	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q8KD71	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q8R9T4	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q8RFZ9	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q8Y9P2	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Putative dual-specificity RNA methyltransferase RlmN||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q8YZV0	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q97IC4	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q9I2Q6	Probable RNA methyltransferase Mpe_A3613||2.1.1.-;Probable RNA methyltransferase Pmen_2155||2.1.1.-;Probable RNA methyltransferase PSPA7_3453||2.1.1.-;Probable RNA methyltransferase PA14_40730||2.1.1.-;Probable RNA methyltransferase Tbd_1951||2.1.1.-;Probable RNA methyltransferase Daro_1157||2.1.1.-;Probable RNA methyltransferase PA1839||2.1.1.-
1	Q9JZ42	Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q9RVT6	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
1	Q9X240	Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192;Probable dual-specificity RNA methyltransferase RlmN ||2.1.1.192
