Cluster Number	Metanode UniProt ID	SwissProt Annotations
1	B2FP10	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	B2IT24	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	B2KB59	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	B2ULZ9	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	B3E0M0	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	B3QSS3	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	B4U6U1	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	B5EE49	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	B5Y8R7	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	B5YE40	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	B5YF65	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	B5YKD1	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	B5YKW2	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	B6JCT6	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	B7ID25	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	D5ZT17	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase 1 ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase 2 ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	O25434	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	O26914	Probable threonylcarbamoyladenosine tRNA methylthiotransferase||2.8.4.5
1	O29021	Probable threonylcarbamoyladenosine tRNA methylthiotransferase||2.8.4.5
1	O31778	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	O59545	Probable threonylcarbamoyladenosine tRNA methylthiotransferase||2.8.4.5;Probable threonylcarbamoyladenosine tRNA methylthiotransferase||2.8.4.5
1	O66638	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	O66772	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB||2.8.4.5
1	O67016	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	O69963	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	O83293	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB||2.8.4.5
1	O83735	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	O86812	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	P54462	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB||2.8.4.5
1	P56130	Putative methylthiotransferase HP_0285||2.-.-.-;Putative methylthiotransferase jhp_0270||2.-.-.-
1	Q01RU5	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q028J0	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q09316	CDK5RAP1-like protein
1	Q0AXI3	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q0IC70	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q11U26	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q12A25	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q18BJ2	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q1D5V7	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q1IPQ5	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q1MQ52	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q1MQJ5	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q1QV24	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q24W37	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q24X58	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q2IM41	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q2KWE0	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q2LQ68	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q2RJG3	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q2RJK1	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q2RMT1	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3;tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q2RZF8	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q31D78	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4;Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q31G14	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
1	Q39TA3	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase ||2.8.4.3
1	Q3ACX5	Ribosomal protein S12 methylthiotransferase RimO ||2.8.4.4
